URL,Rate
https://www.bseindia.com/stock-share-price/debt-other/scripcode/532922/937803/,1242.60
https://www.bseindia.com/stock-share-price/debt-other/scripcode/532922/937495/,978.00
https://www.bseindia.com/stock-share-price/debt-other/scripcode/533398/938011/,941.00
https://www.bseindia.com/stock-share-price/debt-other/scripcode/532636/937453/,1026.00
https://www.bseindia.com/stock-share-price/debt-other/scripcode/938642/938642/,1044.00
https://www.bseindia.com/stock-share-price/debt-other/scripcode/938005/938005/,901.80
